sentence,word,label
Protein intake complete nahi ho raha buying whey supplement,whey,ENG
Protein intake complete nahi ho raha buying whey supplement,supplement,ENG
Tea spill ho gayi cleaning the carpet right now,Tea,ENG
Tea spill ho gayi cleaning the carpet right now,spill,ENG
Tea spill ho gayi cleaning the carpet right now,ho,URD
Tea spill ho gayi cleaning the carpet right now,gayi,URD
Tea spill ho gayi cleaning the carpet right now,cleaning,ENG
Tea spill ho gayi cleaning the carpet right now,the,ENG
Tea spill ho gayi cleaning the carpet right now,carpet,ENG
Tea spill ho gayi cleaning the carpet right now,right,ENG
Tea spill ho gayi cleaning the carpet right now,now,ENG
Fresh juice peena hai boost immunity naturally,Fresh,ENG
Fresh juice peena hai boost immunity naturally,juice,ENG
Fresh juice peena hai boost immunity naturally,peena,URD
Fresh juice peena hai boost immunity naturally,hai,URD
Fresh juice peena hai boost immunity naturally,boost,ENG
Fresh juice peena hai boost immunity naturally,immunity,ENG
Fresh juice peena hai boost immunity naturally,naturally,ENG
Sugar completely stop kar di hai for 1 full month,Sugar,ENG
Sugar completely stop kar di hai for 1 full month,completely,ENG
Sugar completely stop kar di hai for 1 full month,stop,ENG
Sugar completely stop kar di hai for 1 full month,kar,URD
Sugar completely stop kar di hai for 1 full month,di,URD
Sugar completely stop kar di hai for 1 full month,hai,URD
Sugar completely stop kar di hai for 1 full month,for,ENG
Sugar completely stop kar di hai for 1 full month,1,MIX
Sugar completely stop kar di hai for 1 full month,full,ENG
Sugar completely stop kar di hai for 1 full month,month,ENG
Back pain ho raha hai sitting posture needs improvement,Back,ENG
Back pain ho raha hai sitting posture needs improvement,pain,ENG
Back pain ho raha hai sitting posture needs improvement,ho,URD
Back pain ho raha hai sitting posture needs improvement,raha,URD
Back pain ho raha hai sitting posture needs improvement,hai,URD
Back pain ho raha hai sitting posture needs improvement,sitting,ENG
Back pain ho raha hai sitting posture needs improvement,posture,ENG
Back pain ho raha hai sitting posture needs improvement,needs,ENG
Back pain ho raha hai sitting posture needs improvement,improvement,ENG
Dentist appointment setup hai for root canal checkup,Dentist,ENG
Dentist appointment setup hai for root canal checkup,appointment,ENG
Dentist appointment setup hai for root canal checkup,setup,ENG
Dentist appointment setup hai for root canal checkup,hai,URD
Dentist appointment setup hai for root canal checkup,for,ENG
Dentist appointment setup hai for root canal checkup,root,ENG
Dentist appointment setup hai for root canal checkup,canal,ENG
Dentist appointment setup hai for root canal checkup,checkup,ENG
Sleep schedule ruined hai waking up at midnight,Sleep,ENG
Sleep schedule ruined hai waking up at midnight,schedule,ENG
Sleep schedule ruined hai waking up at midnight,ruined,ENG
Sleep schedule ruined hai waking up at midnight,hai,URD
Sleep schedule ruined hai waking up at midnight,waking,ENG
Sleep schedule ruined hai waking up at midnight,up,ENG
Sleep schedule ruined hai waking up at midnight,at,ENG
Sleep schedule ruined hai waking up at midnight,midnight,ENG
Energy feel nahi ho rahi feeling low on stamina,Energy,ENG
Energy feel nahi ho rahi feeling low on stamina,feel,ENG
Energy feel nahi ho rahi feeling low on stamina,nahi,URD
Energy feel nahi ho rahi feeling low on stamina,ho,URD
Energy feel nahi ho rahi feeling low on stamina,rahi,URD
Energy feel nahi ho rahi feeling low on stamina,feeling,ENG
Energy feel nahi ho rahi feeling low on stamina,low,ENG
Energy feel nahi ho rahi feeling low on stamina,on,ENG
Energy feel nahi ho rahi feeling low on stamina,stamina,ENG
Fruit salad taiyar hai healthy snacking options,Fruit,ENG
Fruit salad taiyar hai healthy snacking options,salad,ENG
Fruit salad taiyar hai healthy snacking options,taiyar,URD
Fruit salad taiyar hai healthy snacking options,hai,URD
Fruit salad taiyar hai healthy snacking options,healthy,ENG
Fruit salad taiyar hai healthy snacking options,snacking,ENG
Fruit salad taiyar hai healthy snacking options,options,ENG
Cold coffee amazing hai perfectly blended ice,Cold,ENG
Cold coffee amazing hai perfectly blended ice,coffee,ENG
Cold coffee amazing hai perfectly blended ice,amazing,ENG
Cold coffee amazing hai perfectly blended ice,hai,URD
Cold coffee amazing hai perfectly blended ice,perfectly,ENG
Cold coffee amazing hai perfectly blended ice,blended,ENG
Cold coffee amazing hai perfectly blended ice,ice,ENG
Allergy reaction ho gaya taking anti histamine tablet,Allergy,ENG
Allergy reaction ho gaya taking anti histamine tablet,reaction,ENG
Allergy reaction ho gaya taking anti histamine tablet,ho,URD
Allergy reaction ho gaya taking anti histamine tablet,gaya,URD
Allergy reaction ho gaya taking anti histamine tablet,taking,ENG
Allergy reaction ho gaya taking anti histamine tablet,anti,ENG
Allergy reaction ho gaya taking anti histamine tablet,histamine,ENG
Allergy reaction ho gaya taking anti histamine tablet,tablet,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,Movie,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,tickets,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,reserve,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,ho,URD
Movie tickets reserve ho gayi hain show starts at 8 PM,gayi,URD
Movie tickets reserve ho gayi hain show starts at 8 PM,hain,URD
Movie tickets reserve ho gayi hain show starts at 8 PM,show,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,starts,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,at,ENG
Movie tickets reserve ho gayi hain show starts at 8 PM,8,MIX
Movie tickets reserve ho gayi hain show starts at 8 PM,PM,ENG
New episode drop ho gaya watching it right away,New,ENG
New episode drop ho gaya watching it right away,episode,ENG
New episode drop ho gaya watching it right away,drop,ENG
New episode drop ho gaya watching it right away,ho,URD
New episode drop ho gaya watching it right away,gaya,URD
New episode drop ho gaya watching it right away,watching,ENG
New episode drop ho gaya watching it right away,it,ENG
New episode drop ho gaya watching it right away,right,ENG
New episode drop ho gaya watching it right away,away,ENG
Outfit selection confusion hai which color suits best,Outfit,ENG
Outfit selection confusion hai which color suits best,selection,ENG
Outfit selection confusion hai which color suits best,confusion,ENG
Outfit selection confusion hai which color suits best,hai,URD
Outfit selection confusion hai which color suits best,which,ENG
Outfit selection confusion hai which color suits best,color,ENG
Outfit selection confusion hai which color suits best,suits,ENG
Outfit selection confusion hai which color suits best,best,ENG
Brand new shoes buy kiye super comfortable fitting,Brand,ENG
Brand new shoes buy kiye super comfortable fitting,new,ENG
Brand new shoes buy kiye super comfortable fitting,shoes,ENG
Brand new shoes buy kiye super comfortable fitting,buy,ENG
Brand new shoes buy kiye super comfortable fitting,kiye,URD
Brand new shoes buy kiye super comfortable fitting,super,ENG
Brand new shoes buy kiye super comfortable fitting,comfortable,ENG
Brand new shoes buy kiye super comfortable fitting,fitting,ENG
Discount code apply kar do get extra 20 percent off,Discount,ENG
Discount code apply kar do get extra 20 percent off,code,ENG
Discount code apply kar do get extra 20 percent off,apply,ENG
Discount code apply kar do get extra 20 percent off,kar,URD
Discount code apply kar do get extra 20 percent off,do,URD
Discount code apply kar do get extra 20 percent off,get,ENG
Discount code apply kar do get extra 20 percent off,extra,ENG
Discount code apply kar do get extra 20 percent off,20,MIX
Discount code apply kar do get extra 20 percent off,percent,ENG
Discount code apply kar do get extra 20 percent off,off,ENG
Budget exceed ho gaya need to control shopping habits,Budget,ENG
Budget exceed ho gaya need to control shopping habits,exceed,ENG
Budget exceed ho gaya need to control shopping habits,ho,URD
Budget exceed ho gaya need to control shopping habits,gaya,URD
Budget exceed ho gaya need to control shopping habits,need,ENG
Budget exceed ho gaya need to control shopping habits,to,ENG
Budget exceed ho gaya need to control shopping habits,control,ENG
Budget exceed ho gaya need to control shopping habits,shopping,ENG
Budget exceed ho gaya need to control shopping habits,habits,ENG
Review read kar lo before purchasing expensive gadget,Review,ENG
Review read kar lo before purchasing expensive gadget,read,ENG
Review read kar lo before purchasing expensive gadget,kar,URD
Review read kar lo before purchasing expensive gadget,lo,URD
Review read kar lo before purchasing expensive gadget,before,ENG
Review read kar lo before purchasing expensive gadget,purchasing,ENG
Review read kar lo before purchasing expensive gadget,expensive,ENG
Review read kar lo before purchasing expensive gadget,gadget,ENG
Concert performance climax par tha crowd went completely wild,Concert,ENG
Concert performance climax par tha crowd went completely wild,performance,ENG
Concert performance climax par tha crowd went completely wild,climax,ENG
Concert performance climax par tha crowd went completely wild,par,URD
Concert performance climax par tha crowd went completely wild,tha,URD
Concert performance climax par tha crowd went completely wild,crowd,ENG
Concert performance climax par tha crowd went completely wild,went,ENG
Concert performance climax par tha crowd went completely wild,completely,ENG
Concert performance climax par tha crowd went completely wild,wild,ENG
Season finale ruined everything worst ending ever scripted,Season,ENG
Season finale ruined everything worst ending ever scripted,finale,ENG
Season finale ruined everything worst ending ever scripted,ruined,ENG
Season finale ruined everything worst ending ever scripted,everything,ENG
Season finale ruined everything worst ending ever scripted,worst,ENG
Season finale ruined everything worst ending ever scripted,ending,ENG
Season finale ruined everything worst ending ever scripted,ever,ENG
Season finale ruined everything worst ending ever scripted,scripted,ENG
Online reviews fake lag rahe hain don t trust blindly,Online,ENG
Online reviews fake lag rahe hain don t trust blindly,reviews,ENG
Online reviews fake lag rahe hain don t trust blindly,fake,ENG
Online reviews fake lag rahe hain don t trust blindly,lag,URD
Online reviews fake lag rahe hain don t trust blindly,rahe,URD
Online reviews fake lag rahe hain don t trust blindly,hain,URD
Online reviews fake lag rahe hain don t trust blindly,don,ENG
Online reviews fake lag rahe hain don t trust blindly,t,ENG
Online reviews fake lag rahe hain don t trust blindly,trust,ENG
Online reviews fake lag rahe hain don t trust blindly,blindly,ENG
Quality drop ho gayi hai returning this item back,Quality,ENG
Quality drop ho gayi hai returning this item back,drop,ENG
Quality drop ho gayi hai returning this item back,ho,URD
Quality drop ho gayi hai returning this item back,gayi,URD
Quality drop ho gayi hai returning this item back,hai,URD
Quality drop ho gayi hai returning this item back,returning,ENG
Quality drop ho gayi hai returning this item back,this,ENG
Quality drop ho gayi hai returning this item back,item,ENG
Quality drop ho gayi hai returning this item back,back,ENG
Thrift store gems mil gaye awesome vintage jacket,Thrift,ENG
Thrift store gems mil gaye awesome vintage jacket,store,ENG
Thrift store gems mil gaye awesome vintage jacket,gems,ENG
Thrift store gems mil gaye awesome vintage jacket,mil,URD
Thrift store gems mil gaye awesome vintage jacket,gaye,URD
Thrift store gems mil gaye awesome vintage jacket,awesome,ENG
Thrift store gems mil gaye awesome vintage jacket,vintage,ENG
Thrift store gems mil gaye awesome vintage jacket,jacket,ENG
Watch collection check karo added a classy time piece,Watch,ENG
Watch collection check karo added a classy time piece,collection,ENG
Watch collection check karo added a classy time piece,check,ENG
Watch collection check karo added a classy time piece,karo,URD
Watch collection check karo added a classy time piece,added,ENG
Watch collection check karo added a classy time piece,a,ENG
Watch collection check karo added a classy time piece,classy,ENG
Watch collection check karo added a classy time piece,time,ENG
Watch collection check karo added a classy time piece,piece,ENG
Sales representative helpful tha solved all my queries fast,Sales,ENG
Sales representative helpful tha solved all my queries fast,representative,ENG
Sales representative helpful tha solved all my queries fast,helpful,ENG
Sales representative helpful tha solved all my queries fast,tha,URD
Sales representative helpful tha solved all my queries fast,solved,ENG
Sales representative helpful tha solved all my queries fast,all,ENG
Sales representative helpful tha solved all my queries fast,my,ENG
Sales representative helpful tha solved all my queries fast,queries,ENG
Sales representative helpful tha solved all my queries fast,fast,ENG
Mall mein crowding bohot hai leaving immediately,Mall,ENG
Mall mein crowding bohot hai leaving immediately,mein,URD
Mall mein crowding bohot hai leaving immediately,crowding,ENG
Mall mein crowding bohot hai leaving immediately,bohot,URD
Mall mein crowding bohot hai leaving immediately,hai,URD
Mall mein crowding bohot hai leaving immediately,leaving,ENG
Mall mein crowding bohot hai leaving immediately,immediately,ENG
Song loop par chal raha hai addictive lyrics melody,Song,ENG
Song loop par chal raha hai addictive lyrics melody,loop,ENG
Song loop par chal raha hai addictive lyrics melody,par,URD
Song loop par chal raha hai addictive lyrics melody,chal,URD
Song loop par chal raha hai addictive lyrics melody,raha,URD
Song loop par chal raha hai addictive lyrics melody,hai,URD
Song loop par chal raha hai addictive lyrics melody,addictive,ENG
Song loop par chal raha hai addictive lyrics melody,lyrics,ENG
Song loop par chal raha hai addictive lyrics melody,melody,ENG
Trailer launching today waiting eagerly for the premiere,Trailer,ENG
Trailer launching today waiting eagerly for the premiere,launching,ENG
Trailer launching today waiting eagerly for the premiere,today,ENG
Trailer launching today waiting eagerly for the premiere,waiting,ENG
Trailer launching today waiting eagerly for the premiere,eagerly,ENG
Trailer launching today waiting eagerly for the premiere,for,ENG
Trailer launching today waiting eagerly for the premiere,the,ENG
Trailer launching today waiting eagerly for the premiere,premiere,ENG
Series binge watch kar li finished in 1 sitting,Series,ENG
Series binge watch kar li finished in 1 sitting,binge,ENG
Series binge watch kar li finished in 1 sitting,watch,ENG
Series binge watch kar li finished in 1 sitting,kar,URD
Series binge watch kar li finished in 1 sitting,li,URD
Series binge watch kar li finished in 1 sitting,finished,ENG
Series binge watch kar li finished in 1 sitting,in,ENG
Series binge watch kar li finished in 1 sitting,1,MIX
Series binge watch kar li finished in 1 sitting,sitting,ENG
Fitting loose hai need to exchange for small size,Fitting,ENG
Fitting loose hai need to exchange for small size,loose,ENG
Fitting loose hai need to exchange for small size,hai,URD
Fitting loose hai need to exchange for small size,need,ENG
Fitting loose hai need to exchange for small size,to,ENG
Fitting loose hai need to exchange for small size,exchange,ENG
Fitting loose hai need to exchange for small size,for,ENG
Fitting loose hai need to exchange for small size,small,ENG
Fitting loose hai need to exchange for small size,size,ENG
Payment receipt save kar lo required for warranty claim,Payment,ENG
Payment receipt save kar lo required for warranty claim,receipt,ENG
Payment receipt save kar lo required for warranty claim,save,ENG
Payment receipt save kar lo required for warranty claim,kar,URD
Payment receipt save kar lo required for warranty claim,lo,URD
Payment receipt save kar lo required for warranty claim,required,ENG
Payment receipt save kar lo required for warranty claim,for,ENG
Payment receipt save kar lo required for warranty claim,warranty,ENG
Payment receipt save kar lo required for warranty claim,claim,ENG
Life bohot fast move ho rahi hai time flies quickly,Life,ENG
Life bohot fast move ho rahi hai time flies quickly,bohot,URD
Life bohot fast move ho rahi hai time flies quickly,fast,ENG
Life bohot fast move ho rahi hai time flies quickly,move,ENG
Life bohot fast move ho rahi hai time flies quickly,ho,URD
Life bohot fast move ho rahi hai time flies quickly,rahi,URD
Life bohot fast move ho rahi hai time flies quickly,hai,URD
Life bohot fast move ho rahi hai time flies quickly,time,ENG
Life bohot fast move ho rahi hai time flies quickly,flies,ENG
Life bohot fast move ho rahi hai time flies quickly,quickly,ENG
Coincidence dekho meeting you here unexpectedly,Coincidence,ENG
Coincidence dekho meeting you here unexpectedly,dekho,URD
Coincidence dekho meeting you here unexpectedly,meeting,ENG
Coincidence dekho meeting you here unexpectedly,you,ENG
Coincidence dekho meeting you here unexpectedly,here,ENG
Coincidence dekho meeting you here unexpectedly,unexpectedly,ENG
Situation handle ho gayi no need to panic anymore,Situation,ENG
Situation handle ho gayi no need to panic anymore,handle,ENG
Situation handle ho gayi no need to panic anymore,ho,URD
Situation handle ho gayi no need to panic anymore,gayi,URD
Situation handle ho gayi no need to panic anymore,no,ENG
Situation handle ho gayi no need to panic anymore,need,ENG
Situation handle ho gayi no need to panic anymore,to,ENG
Situation handle ho gayi no need to panic anymore,panic,ENG
Situation handle ho gayi no need to panic anymore,anymore,ENG
Experience matter karta hai learning from daily mistakes,Experience,ENG
Experience matter karta hai learning from daily mistakes,matter,ENG
Experience matter karta hai learning from daily mistakes,karta,URD
Experience matter karta hai learning from daily mistakes,hai,URD
Experience matter karta hai learning from daily mistakes,learning,ENG
Experience matter karta hai learning from daily mistakes,from,ENG
Experience matter karta hai learning from daily mistakes,daily,ENG
Experience matter karta hai learning from daily mistakes,mistakes,ENG
Opportunity miss mat karo grab it immediately,Opportunity,ENG
Opportunity miss mat karo grab it immediately,miss,ENG
Opportunity miss mat karo grab it immediately,mat,URD
Opportunity miss mat karo grab it immediately,karo,URD
Opportunity miss mat karo grab it immediately,grab,ENG
Opportunity miss mat karo grab it immediately,it,ENG
Opportunity miss mat karo grab it immediately,immediately,ENG
Rule strictly follow karo avoid paying heavy fines,Rule,ENG
Rule strictly follow karo avoid paying heavy fines,strictly,ENG
Rule strictly follow karo avoid paying heavy fines,follow,ENG
Rule strictly follow karo avoid paying heavy fines,karo,URD
Rule strictly follow karo avoid paying heavy fines,avoid,ENG
Rule strictly follow karo avoid paying heavy fines,paying,ENG
Rule strictly follow karo avoid paying heavy fines,heavy,ENG
Rule strictly follow karo avoid paying heavy fines,fines,ENG
Luck favor kar raha hai everything is falling in place,Luck,ENG
Luck favor kar raha hai everything is falling in place,favor,ENG
Luck favor kar raha hai everything is falling in place,kar,URD
Luck favor kar raha hai everything is falling in place,raha,URD
Luck favor kar raha hai everything is falling in place,hai,URD
Luck favor kar raha hai everything is falling in place,everything,ENG
Luck favor kar raha hai everything is falling in place,is,ENG
Luck favor kar raha hai everything is falling in place,falling,ENG
Luck favor kar raha hai everything is falling in place,in,ENG
Luck favor kar raha hai everything is falling in place,place,ENG
Focus distract ho raha hai closing all browser windows,Focus,ENG
Focus distract ho raha hai closing all browser windows,distract,ENG
Focus distract ho raha hai closing all browser windows,ho,URD
Focus distract ho raha hai closing all browser windows,raha,URD
Focus distract ho raha hai closing all browser windows,hai,URD
Focus distract ho raha hai closing all browser windows,closing,ENG
Focus distract ho raha hai closing all browser windows,all,ENG
Focus distract ho raha hai closing all browser windows,browser,ENG
Focus distract ho raha hai closing all browser windows,windows,ENG
System overload ho gaya rebooting hardware system,System,ENG
System overload ho gaya rebooting hardware system,overload,ENG
System overload ho gaya rebooting hardware system,ho,URD
System overload ho gaya rebooting hardware system,gaya,URD
System overload ho gaya rebooting hardware system,rebooting,ENG
System overload ho gaya rebooting hardware system,hardware,ENG
System overload ho gaya rebooting hardware system,system,ENG
Result announce ho gaya cleared all exams successfully,Result,ENG
Result announce ho gaya cleared all exams successfully,announce,ENG
Result announce ho gaya cleared all exams successfully,ho,URD
Result announce ho gaya cleared all exams successfully,gaya,URD
Result announce ho gaya cleared all exams successfully,cleared,ENG
Result announce ho gaya cleared all exams successfully,all,ENG
Result announce ho gaya cleared all exams successfully,exams,ENG
Result announce ho gaya cleared all exams successfully,successfully,ENG
Idea bohot brilliant hai let us implement this strategy,Idea,ENG
Idea bohot brilliant hai let us implement this strategy,bohot,URD
Idea bohot brilliant hai let us implement this strategy,brilliant,ENG
Idea bohot brilliant hai let us implement this strategy,hai,URD
Idea bohot brilliant hai let us implement this strategy,let,ENG
Idea bohot brilliant hai let us implement this strategy,us,ENG
Idea bohot brilliant hai let us implement this strategy,implement,ENG
Idea bohot brilliant hai let us implement this strategy,this,ENG
Idea bohot brilliant hai let us implement this strategy,strategy,ENG
Inspiration mil gayi starting a new project today,Inspiration,ENG
Inspiration mil gayi starting a new project today,mil,URD
Inspiration mil gayi starting a new project today,gayi,URD
Inspiration mil gayi starting a new project today,starting,ENG
Inspiration mil gayi starting a new project today,a,ENG
Inspiration mil gayi starting a new project today,new,ENG
Inspiration mil gayi starting a new project today,project,ENG
Inspiration mil gayi starting a new project today,today,ENG
